x	sale.date	sales.rep	rep.sex	rep.region	rep.feedback	wine	type	cost	unit.price	units.sold	income	expenses	year
6469	9/22/2014	Aiko Hamsher	0	East	5	Pinot Gris	white	3.741	12.47	18	224.46	7.7175	2014
9122	9/22/2014	Kym Velarde	0	East	5	Merlot	red	2.229	7.43	13	96.59	4.7145	2014
7988	9/22/2014	Shameka Mertes	0	North	6	Cabernet Sauvignon	red	3.624	13.03	11	143.33	7.45	2014
5876	9/23/2014	Nilda Hypolite	0	Central	5	Chardonnay	white	3.15	10.07	12	120.84	6.51	2014
4630	9/23/2014	Aiko Hamsher	0	East	5	Pinot Gris	white	3.741	12.47	16	199.52	7.8435	2014
453	9/23/2014	Ben Gerry	1	East	6	Merlot	red	2.229	7.43	36	267.48	6.6465	2014
2045	9/23/2014	Ben Gerry	1	East	6	Merlot	red	2.229	7.43	10	74.3	4.305	2014
884	9/23/2014	Jewel Copas	1	South	6	Pinot Gris	white	3.741	12.35	8	98.8	5.833	2014
485	9/24/2014	Eura Begay	0	North	6	Chardonnay	white	3.15	11.45	7	80.15	4.61	2014
4626	9/25/2014	Aiko Hamsher	0	East	4	Pinot Gris	white	3.741	12.47	10	124.7	5.7225	2014
3080	9/25/2014	Kym Velarde	0	East	7	Merlot	red	2.229	7.43	12	89.16	4.137	2014
5827	9/25/2014	Shameka Mertes	0	North	6	Riesling	white	2.097	7.94	23	182.62	4.89	2014
8644	9/25/2014	Tori Hastie	0	South	6	Chardonnay	white	3.15	10.38	12	124.56	5.719	2014
5519	9/25/2014	Deloras Mcfetridge	0	West	6	Cabernet Sauvignon	red	3.624	12.08	15	181.2	7.3032	2014
8135	9/25/2014	Deloras Mcfetridge	0	West	6	Cabernet Sauvignon	red	3.624	12.08	18	217.44	6.7932	2014
5005	9/25/2014	Deloras Mcfetridge	0	West	6	Pinot Gris	white	3.741	12.47	17	211.99	5.967	2014
4047	9/25/2014	Vicki Kilkenny	0	West	6	Cabernet Sauvignon	red	3.624	12.08	9	108.72	5.6508	2014
3750	9/26/2014	Dannette Saltsman	0	Central	6	Chardonnay	white	3.15	10.07	13	130.91	6.8	2014
7652	9/26/2014	Virgilio Mcelligott	1	Central	6	Pinot Gris	white	3.741	12.04	15	180.6	6.7	2014
8398	9/26/2014	Aiko Hamsher	0	East	6	Sauvignon Blanc	white	2.697	8.99	15	134.85	5.754	2014
9031	9/26/2014	Ben Gerry	1	East	6	Riesling	white	2.097	6.99	19	132.81	4.9035	2014
3118	9/26/2014	Eura Begay	0	North	5	Cabernet Sauvignon	red	3.624	13.03	21	273.63	7.68	2014
9900	9/26/2014	Shameka Mertes	0	North	5	Cabernet Sauvignon	red	3.624	13.03	10	130.3	5.65	2014
2103	9/27/2014	Eura Begay	0	North	5	Pinot Gris	white	3.741	13.42	17	228.14	8.07	2014
4405	9/27/2014	Shameka Mertes	0	North	4	Chardonnay	white	3.15	11.45	12	137.4	5.53	2014
1363	9/27/2014	Jewel Copas	1	South	8	Chardonnay	white	3.15	10.38	6	62.28	5.2535	2014
1841	9/27/2014	Tori Hastie	0	South	7	Merlot	red	2.229	7.31	12	87.72	3.8	2014
2011	9/27/2014	Deloras Mcfetridge	0	West	7	Riesling	white	2.097	6.99	9	62.91	4.5186	2014
8615	9/27/2014	Vicki Kilkenny	0	West	5	Cabernet Sauvignon	red	3.624	12.08	8	96.64	6.4566	2014
3707	9/28/2014	Clement Arias	1	North	6	Pinot Gris	white	3.741	13.42	16	214.72	7.73	2014
6691	9/28/2014	Vicki Kilkenny	0	West	6	Cabernet Sauvignon	red	3.624	12.08	22	265.76	8.0886	2014
4503	9/29/2014	Aiko Hamsher	0	East	6	Shiraz	red	6.051	20.17	15	302.55	10.2375	2014
9184	9/29/2014	Clement Arias	1	North	7	Sauvignon Blanc	white	2.697	9.94	19	188.86	5.57	2014
6637	9/29/2014	Bianca Suchan	0	West	6	Chardonnay	white	3.15	10.5	11	115.5	6.0384	2014
1461	9/29/2014	Deloras Mcfetridge	0	West	6	Chardonnay	white	3.15	10.5	7	73.5	5.0796	2014
1909	9/29/2014	Lesia Belt	0	West	6	Pinot Gris	white	3.741	12.47	13	162.11	7.8132	2014
4653	9/29/2014	Lesia Belt	0	West	6	Riesling	white	2.097	6.99	6	41.94	3.621	2014
2667	9/30/2014	Nilda Hypolite	0	Central	5	Merlot	red	2.229	7	9	63	3.59	2014
4285	9/30/2014	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	23	170.89	5.4075	2014
4144	9/30/2014	Aiko Hamsher	0	East	6	Sauvignon Blanc	white	2.697	8.99	22	197.78	6.1005	2014
7638	9/30/2014	Ben Gerry	1	East	7	Chardonnay	white	3.15	10.5	23	241.5	6.741	2014
5581	9/30/2014	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	7	52.01	4.386	2014
9933	9/30/2014	Deloras Mcfetridge	0	West	6	Sauvignon Blanc	white	2.697	8.99	12	107.88	4.7226	2014
7546	10/1/2014	Yolando Galicia	0	North	6	Cabernet Sauvignon	red	3.624	13.03	10	130.3	7.31	2014
8018	10/2/2014	Karry Noell	0	East	6	Chardonnay	white	3.15	10.5	30	315	7.686	2014
3109	10/2/2014	Kym Velarde	0	East	6	Merlot	red	2.229	7.43	23	170.89	4.9035	2014
8888	10/2/2014	Jewel Copas	1	South	5	Merlot	red	2.229	7.31	9	65.79	3.952	2014
5914	10/2/2014	Mamie Fullington	0	South	4	Sauvignon Blanc	white	2.697	8.87	9	79.83	4.6075	2014
355	10/3/2014	Dannette Saltsman	0	Central	6	Chardonnay	white	3.15	10.07	10	100.7	6.11	2014
1859	10/3/2014	Eura Begay	0	North	8	Chardonnay	white	3.15	11.45	14	160.3	5.72	2014
1041	10/3/2014	Shameka Mertes	0	North	6	Chardonnay	white	3.15	11.45	16	183.2	5.78	2014
3175	10/3/2014	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	17	126.31	4.8858	2014
9112	10/3/2014	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	13	96.59	4.0698	2014
751	10/3/2014	Vicki Kilkenny	0	West	6	Sauvignon Blanc	white	2.697	8.99	18	161.82	5.5896	2014
3950	10/4/2014	Aiko Hamsher	0	East	5	Pinot Gris	white	3.741	12.47	23	286.81	7.6755	2014
7481	10/4/2014	Eura Begay	0	North	7	Cabernet Sauvignon	red	3.624	13.03	18	234.54	7.71	2014
7802	10/4/2014	Eura Begay	0	North	6	Shiraz	red	6.051	21.12	24	506.88	11.16	2014
3774	10/4/2014	Tori Hastie	0	South	6	Shiraz	red	6.051	20.05	11	220.55	9.443	2014
9275	10/4/2014	Lesia Belt	0	West	7	Chardonnay	white	3.15	10.5	16	168	6.5076	2014
728	10/5/2014	Dannette Saltsman	0	Central	6	Shiraz	red	6.051	19.74	17	335.58	10.06	2014
1193	10/5/2014	Virgilio Mcelligott	1	Central	5	Pinot Gris	white	3.741	12.04	18	216.72	7.2	2014
2910	10/5/2014	Aiko Hamsher	0	East	7	Chardonnay	white	3.15	10.5	23	241.5	7.266	2014
5555	10/5/2014	Clement Arias	1	North	7	Chardonnay	white	3.15	11.45	10	114.5	6.08	2014
862	10/5/2014	Bianca Suchan	0	West	6	Chardonnay	white	3.15	10.5	16	168	6.4362	2014
8811	10/6/2014	Dannette Saltsman	0	Central	8	Merlot	red	2.229	7	11	77	4.09	2014
4964	10/6/2014	Aiko Hamsher	0	East	5	Chardonnay	white	3.15	10.5	5	52.5	5.6805	2014
5799	10/6/2014	Aiko Hamsher	0	East	6	Shiraz	red	6.051	20.17	18	363.06	11.403	2014
4736	10/6/2014	Ben Gerry	1	East	7	Merlot	red	2.229	7.43	18	133.74	4.9875	2014
474	10/6/2014	Ben Gerry	1	East	6	Shiraz	red	6.051	20.17	20	403.4	8.9985	2014
311	10/6/2014	Shameka Mertes	0	North	5	Pinot Gris	white	3.741	13.42	9	120.78	5.81	2014
4520	10/6/2014	Jewel Copas	1	South	7	Pinot Gris	white	3.741	12.35	19	234.65	6.935	2014
5367	10/6/2014	Tori Hastie	0	South	8	Cabernet Sauvignon	red	3.624	11.96	12	143.52	6.232	2014
5164	10/6/2014	Tori Hastie	0	South	7	Merlot	red	2.229	7.31	8	58.48	4.0565	2014
1221	10/6/2014	Deloras Mcfetridge	0	West	4	Merlot	red	2.229	7.43	9	66.87	4.284	2014
6866	10/6/2014	Deloras Mcfetridge	0	West	7	Merlot	red	2.229	7.43	11	81.73	4.2432	2014
1839	10/6/2014	Vicki Kilkenny	0	West	7	Merlot	red	2.229	7.43	8	59.44	3.4782	2014
5024	10/7/2014	Dannette Saltsman	0	Central	5	Merlot	red	2.229	7	30	210	5.57	2014
7046	10/7/2014	Karry Noell	0	East	4	Merlot	red	2.229	7.43	22	163.46	5.187	2014
8803	10/7/2014	Yolando Galicia	0	North	5	Cabernet Sauvignon	red	3.624	13.03	13	169.39	6.7	2014
7843	10/7/2014	Yolando Galicia	0	North	5	Pinot Gris	white	3.741	13.42	17	228.14	7.35	2014
6662	10/7/2014	Lavera Mccallie	0	South	4	Pinot Gris	white	3.741	12.35	23	284.05	7.7425	2014
4206	10/7/2014	Tori Hastie	0	South	7	Chardonnay	white	3.15	10.38	17	176.46	5.5195	2014
8637	10/7/2014	Lesia Belt	0	West	7	Cabernet Sauvignon	red	3.624	12.08	10	120.8	5.559	2014
5634	10/8/2014	Lolita Wass	0	Central	6	Cabernet Sauvignon	red	3.624	11.65	9	104.85	5.86	2014
3505	10/8/2014	Nilda Hypolite	0	Central	7	Cabernet Sauvignon	red	3.624	11.65	18	209.7	6.22	2014
4903	10/8/2014	Eura Begay	0	North	6	Pinot Gris	white	3.741	13.42	19	254.98	7.88	2014
9594	10/8/2014	Shameka Mertes	0	North	5	Merlot	red	2.229	8.38	21	175.98	6.18	2014
1926	10/8/2014	Bianca Suchan	0	West	6	Cabernet Sauvignon	red	3.624	12.08	25	302	7.0584	2014
2304	10/9/2014	Lolita Wass	0	Central	6	Pinot Gris	white	3.741	12.04	17	204.68	6.76	2014
2831	10/9/2014	Lolita Wass	0	Central	5	Pinot Gris	white	3.741	12.04	14	168.56	6.66	2014
831	10/9/2014	Virgilio Mcelligott	1	Central	6	Pinot Gris	white	3.741	12.04	22	264.88	6.32	2014
2588	10/9/2014	Clement Arias	1	North	6	Pinot Gris	white	3.741	13.42	16	214.72	5.87	2014
309	10/9/2014	Lavera Mccallie	0	South	5	Merlot	red	2.229	7.31	18	131.58	4.3035	2014
8631	10/9/2014	Lavera Mccallie	0	South	6	Merlot	red	2.229	7.31	14	102.34	4.218	2014
3344	10/10/2014	Vicki Kilkenny	0	West	6	Cabernet Sauvignon	red	3.624	12.08	15	181.2	7.701	2014
3898	10/11/2014	Lolita Wass	0	Central	6	Riesling	white	2.097	6.56	11	72.16	4.04	2014
4734	10/11/2014	Kym Velarde	0	East	5	Merlot	red	2.229	7.43	24	178.32	5.5545	2014
7088	10/11/2014	Clement Arias	1	North	6	Merlot	red	2.229	8.38	21	175.98	5	2014
4872	10/11/2014	Shameka Mertes	0	North	6	Sauvignon Blanc	white	2.697	9.94	8	79.52	4.66	2014
9867	10/11/2014	Vicki Kilkenny	0	West	4	Chardonnay	white	3.15	10.5	10	105	5.6712	2014
5235	10/12/2014	Eura Begay	0	North	6	Merlot	red	2.229	8.38	15	125.7	4.13	2014
8097	10/12/2014	Lavera Mccallie	0	South	6	Cabernet Sauvignon	red	3.624	11.96	16	191.36	6.118	2014
6632	10/12/2014	Tori Hastie	0	South	7	Merlot	red	2.229	7.31	14	102.34	4.2085	2014
1398	10/12/2014	Deloras Mcfetridge	0	West	6	Chardonnay	white	3.15	10.5	13	136.5	5.559	2014
2730	10/12/2014	Deloras Mcfetridge	0	West	6	Chardonnay	white	3.15	10.5	16	168	5.8752	2014
2082	10/13/2014	Lolita Wass	0	Central	7	Pinot Gris	white	3.741	12.04	15	180.6	7.29	2014
7879	10/13/2014	Ben Gerry	1	East	6	Chardonnay	white	3.15	10.5	23	241.5	7.2975	2014
9845	10/13/2014	Kym Velarde	0	East	7	Chardonnay	white	3.15	10.5	19	199.5	5.397	2014
3947	10/13/2014	Eura Begay	0	North	7	Riesling	white	2.097	7.94	13	103.22	3.93	2014
3111	10/13/2014	Tori Hastie	0	South	6	Sauvignon Blanc	white	2.697	8.87	23	204.01	5.6525	2014
4401	10/13/2014	Vicki Kilkenny	0	West	6	Cabernet Sauvignon	red	3.624	12.08	21	253.68	8.0784	2014
2135	10/14/2014	Virgilio Mcelligott	1	Central	5	Shiraz	red	6.051	19.74	14	276.36	10.77	2014
7866	10/14/2014	Lesia Belt	0	West	6	Chardonnay	white	3.15	10.5	16	168	5.6712	2014
9568	10/15/2014	Kym Velarde	0	East	6	Cabernet Sauvignon	red	3.624	12.08	13	157.04	6.2895	2014
3501	10/15/2014	Kym Velarde	0	East	7	Pinot Gris	white	3.741	12.47	17	211.99	6.867	2014
5322	10/15/2014	Yolando Galicia	0	North	6	Cabernet Sauvignon	red	3.624	13.03	19	247.57	6.98	2014
7716	10/15/2014	Tori Hastie	0	South	8	Chardonnay	white	3.15	10.38	13	134.94	5.662	2014
2079	10/15/2014	Lesia Belt	0	West	7	Chardonnay	white	3.15	10.5	12	126	5.4978	2014
5327	10/15/2014	Lesia Belt	0	West	5	Pinot Gris	white	3.741	12.47	10	124.7	6.987	2014
4726	10/16/2014	Lolita Wass	0	Central	5	Merlot	red	2.229	7	21	147	5.43	2014
7153	10/16/2014	Aiko Hamsher	0	East	6	Merlot	red	2.229	7.43	7	52.01	4.1685	2014
5683	10/16/2014	Karry Noell	0	East	7	Merlot	red	2.229	7.43	30	222.9	6.1635	2014
5838	10/16/2014	Yolando Galicia	0	North	6	Merlot	red	2.229	8.38	13	108.94	4.94	2014
5179	10/17/2014	Nilda Hypolite	0	Central	6	Merlot	red	2.229	7	10	70	4.25	2014
2418	10/17/2014	Karry Noell	0	East	5	Sauvignon Blanc	white	2.697	8.99	40	359.6	8.0535	2014
9159	10/17/2014	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	15	157.5	5.859	2014
2751	10/17/2014	Mamie Fullington	0	South	7	Cabernet Sauvignon	red	3.624	11.96	15	179.4	6.631	2014
1043	10/17/2014	Mamie Fullington	0	South	7	Merlot	red	2.229	7.31	6	43.86	4.066	2014
633	10/17/2014	Tori Hastie	0	South	6	Merlot	red	2.229	7.31	20	146.2	4.4365	2014
4915	10/17/2014	Bianca Suchan	0	West	6	Cabernet Sauvignon	red	3.624	12.08	20	241.6	6.171	2014
5878	10/17/2014	Deloras Mcfetridge	0	West	6	Chardonnay	white	3.15	10.5	11	115.5	5.4468	2014
2639	10/18/2014	Dannette Saltsman	0	Central	5	Merlot	red	2.229	7	14	98	4.4	2014
6869	10/18/2014	Virgilio Mcelligott	1	Central	5	Merlot	red	2.229	7	15	105	4	2014
6206	10/18/2014	Kym Velarde	0	East	6	Riesling	white	2.097	6.99	13	90.87	4.6725	2014
3841	10/18/2014	Clement Arias	1	North	6	Cabernet Sauvignon	red	3.624	13.03	19	247.57	7.77	2014
9273	10/18/2014	Clement Arias	1	North	7	Merlot	red	2.229	8.38	39	326.82	6.59	2014
8921	10/18/2014	Shameka Mertes	0	North	5	Pinot Gris	white	3.741	13.42	15	201.3	6.96	2014
3298	10/18/2014	Mamie Fullington	0	South	7	Pinot Gris	white	3.741	12.35	20	247	7.3625	2014
3535	10/18/2014	Tori Hastie	0	South	5	Chardonnay	white	3.15	10.38	14	145.32	5.5575	2014
4632	10/18/2014	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	11	81.73	4.3248	2014
1392	10/18/2014	Vicki Kilkenny	0	West	6	Merlot	red	2.229	7.43	20	148.6	4.8756	2014
3800	10/19/2014	Kym Velarde	0	East	5	Pinot Gris	white	3.741	12.47	21	261.87	7.9695	2014
3716	10/19/2014	Shameka Mertes	0	North	6	Chardonnay	white	3.15	11.45	19	217.55	6.78	2014
7698	10/20/2014	Nilda Hypolite	0	Central	5	Sauvignon Blanc	white	2.697	8.56	15	128.4	5.15	2014
8583	10/20/2014	Ben Gerry	1	East	5	Sauvignon Blanc	white	2.697	8.99	21	188.79	6.069	2014
3659	10/20/2014	Lavera Mccallie	0	South	7	Merlot	red	2.229	7.31	18	131.58	4.5125	2014
7876	10/20/2014	Deloras Mcfetridge	0	West	6	Pinot Gris	white	3.741	12.47	13	162.11	7.3134	2014
6711	10/20/2014	Deloras Mcfetridge	0	West	6	Shiraz	red	6.051	20.17	24	484.08	10.6488	2014
8827	10/21/2014	Ben Gerry	1	East	5	Sauvignon Blanc	white	2.697	8.99	11	98.89	5.6175	2014
1812	10/21/2014	Shameka Mertes	0	North	8	Sauvignon Blanc	white	2.697	9.94	16	159.04	5.73	2014
8128	10/21/2014	Jewel Copas	1	South	6	Riesling	white	2.097	6.87	11	75.57	3.4105	2014
2657	10/22/2014	Mamie Fullington	0	South	6	Merlot	red	2.229	7.31	10	73.1	3.648	2014
3311	10/23/2014	Dannette Saltsman	0	Central	6	Chardonnay	white	3.15	10.07	11	110.77	5.93	2014
5184	10/23/2014	Ben Gerry	1	East	5	Pinot Gris	white	3.741	12.47	11	137.17	7.2345	2014
3006	10/23/2014	Karry Noell	0	East	7	Chardonnay	white	3.15	10.5	31	325.5	6.951	2014
4713	10/23/2014	Kym Velarde	0	East	3	Cabernet Sauvignon	red	3.624	12.08	40	483.2	9.2295	2014
2846	10/23/2014	Yolando Galicia	0	North	8	Pinot Gris	white	3.741	13.42	5	67.1	6.82	2014
4246	10/23/2014	Lavera Mccallie	0	South	6	Chardonnay	white	3.15	10.38	16	166.08	6.061	2014
9388	10/23/2014	Mamie Fullington	0	South	5	Chardonnay	white	3.15	10.38	22	228.36	5.681	2014
7649	10/23/2014	Mamie Fullington	0	South	5	Merlot	red	2.229	7.31	8	58.48	3.534	2014
8376	10/23/2014	Bianca Suchan	0	West	6	Cabernet Sauvignon	red	3.624	12.08	25	302	8.0886	2014
6523	10/23/2014	Deloras Mcfetridge	0	West	5	Cabernet Sauvignon	red	3.624	12.08	16	193.28	6.6402	2014
4991	10/23/2014	Deloras Mcfetridge	0	West	5	Chardonnay	white	3.15	10.5	13	136.5	6.3342	2014
2693	10/24/2014	Dannette Saltsman	0	Central	6	Merlot	red	2.229	7	6	42	4.37	2014
5809	10/24/2014	Virgilio Mcelligott	1	Central	7	Cabernet Sauvignon	red	3.624	11.65	15	174.75	6.52	2014
2205	10/24/2014	Ben Gerry	1	East	7	Chardonnay	white	3.15	10.5	21	220.5	6.531	2014
2996	10/24/2014	Clement Arias	1	North	6	Cabernet Sauvignon	red	3.624	13.03	7	91.21	4.97	2014
3033	10/24/2014	Shameka Mertes	0	North	6	Merlot	red	2.229	8.38	14	117.32	4.46	2014
220	10/24/2014	Jewel Copas	1	South	7	Merlot	red	2.229	7.31	9	65.79	4.0755	2014
3813	10/24/2014	Deloras Mcfetridge	0	West	6	Chardonnay	white	3.15	10.5	11	115.5	6.2118	2014
2363	10/24/2014	Deloras Mcfetridge	0	West	7	Sauvignon Blanc	white	2.697	8.99	22	197.78	6.2526	2014
3570	10/25/2014	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	19	141.17	4.9035	2014
6927	10/25/2014	Karry Noell	0	East	7	Merlot	red	2.229	7.43	24	178.32	6.447	2014
7149	10/25/2014	Eura Begay	0	North	6	Merlot	red	2.229	8.38	9	75.42	4.81	2014
5781	10/25/2014	Lesia Belt	0	West	7	Merlot	red	2.229	7.43	12	89.16	4.3962	2014
2591	10/26/2014	Aiko Hamsher	0	East	6	Merlot	red	2.229	7.43	23	170.89	5.7645	2014
4075	10/26/2014	Karry Noell	0	East	5	Chardonnay	white	3.15	10.5	15	157.5	6.279	2014
988	10/26/2014	Clement Arias	1	North	5	Cabernet Sauvignon	red	3.624	13.03	8	104.24	6.05	2014
8344	10/27/2014	Aiko Hamsher	0	East	7	Shiraz	red	6.051	20.17	13	262.21	10.6995	2014
1358	10/27/2014	Deloras Mcfetridge	0	West	5	Riesling	white	2.097	6.99	21	146.79	4.8348	2014
2563	10/28/2014	Dannette Saltsman	0	Central	5	Chardonnay	white	3.15	10.07	9	90.63	5.59	2014
2267	10/28/2014	Virgilio Mcelligott	1	Central	7	Chardonnay	white	3.15	10.07	33	332.31	8.25	2014
4210	10/28/2014	Aiko Hamsher	0	East	7	Chardonnay	white	3.15	10.5	13	136.5	5.8905	2014
8685	10/28/2014	Jewel Copas	1	South	7	Merlot	red	2.229	7.31	6	43.86	3.8855	2014
4024	10/29/2014	Dannette Saltsman	0	Central	5	Merlot	red	2.229	7	24	168	5.01	2014
5614	10/29/2014	Kym Velarde	0	East	8	Pinot Gris	white	3.741	12.47	11	137.17	7.3605	2014
4270	10/29/2014	Kym Velarde	0	East	7	Riesling	white	2.097	6.99	11	76.89	4.641	2014
8593	10/29/2014	Clement Arias	1	North	5	Chardonnay	white	3.15	11.45	22	251.9	6.77	2014
9450	10/29/2014	Yolando Galicia	0	North	6	Cabernet Sauvignon	red	3.624	13.03	17	221.51	7.85	2014
5481	10/29/2014	Tori Hastie	0	South	5	Chardonnay	white	3.15	10.38	6	62.28	3.8285	2014
856	10/29/2014	Lesia Belt	0	West	5	Pinot Gris	white	3.741	12.47	27	336.69	7.4766	2014
4601	10/29/2014	Vicki Kilkenny	0	West	5	Merlot	red	2.229	7.43	17	126.31	5.0388	2014
4328	10/30/2014	Dannette Saltsman	0	Central	5	Merlot	red	2.229	7	14	98	4.1	2014
5725	10/30/2014	Tori Hastie	0	South	6	Pinot Gris	white	3.741	12.35	37	456.95	8.5025	2014
8460	10/31/2014	Virgilio Mcelligott	1	Central	6	Shiraz	red	6.051	19.74	10	197.4	10.71	2014
1210	10/31/2014	Aiko Hamsher	0	East	7	Pinot Gris	white	3.741	12.47	19	236.93	7.308	2014
6559	10/31/2014	Ben Gerry	1	East	6	Sauvignon Blanc	white	2.697	8.99	10	89.9	4.578	2014
2229	10/31/2014	Karry Noell	0	East	7	Chardonnay	white	3.15	10.5	8	84	5.6805	2014
6525	10/31/2014	Kym Velarde	0	East	5	Cabernet Sauvignon	red	3.624	12.08	6	72.48	6.468	2014
8742	10/31/2014	Eura Begay	0	North	6	Pinot Gris	white	3.741	13.42	19	254.98	7.4	2014
2065	10/31/2014	Shameka Mertes	0	North	7	Merlot	red	2.229	8.38	21	175.98	5.12	2014
7893	10/31/2014	Mamie Fullington	0	South	5	Cabernet Sauvignon	red	3.624	11.96	11	131.56	5.2725	2014
8619	10/31/2014	Tori Hastie	0	South	5	Cabernet Sauvignon	red	3.624	11.96	4	47.84	5.719	2014
7875	11/1/2014	Clement Arias	1	North	5	Cabernet Sauvignon	red	3.624	13.03	14	182.42	5.85	2014
4216	11/1/2014	Lavera Mccallie	0	South	7	Pinot Gris	white	3.741	12.35	11	135.85	6.175	2014
5730	11/1/2014	Mamie Fullington	0	South	6	Merlot	red	2.229	7.31	9	65.79	3.9615	2014
995	11/1/2014	Bianca Suchan	0	West	6	Chardonnay	white	3.15	10.5	12	126	5.916	2014
1552	11/1/2014	Lesia Belt	0	West	5	Shiraz	red	6.051	20.17	33	665.61	11.8932	2014
8857	11/2/2014	Nilda Hypolite	0	Central	5	Pinot Gris	white	3.741	12.04	23	276.92	7.22	2014
9903	11/3/2014	Aiko Hamsher	0	East	7	Pinot Gris	white	3.741	12.47	18	224.46	7.5495	2014
7373	11/3/2014	Kym Velarde	0	East	5	Chardonnay	white	3.15	10.5	24	252	7.539	2014
9721	11/3/2014	Clement Arias	1	North	5	Merlot	red	2.229	8.38	16	134.08	5.26	2014
8611	11/3/2014	Tori Hastie	0	South	7	Pinot Gris	white	3.741	12.35	20	247	7.543	2014
8971	11/3/2014	Deloras Mcfetridge	0	West	6	Chardonnay	white	3.15	10.5	16	168	6.4566	2014
6611	11/3/2014	Lesia Belt	0	West	6	Merlot	red	2.229	7.43	16	118.88	4.7124	2014
4077	11/4/2014	Nilda Hypolite	0	Central	7	Sauvignon Blanc	white	2.697	8.56	17	145.52	4.94	2014
701	11/4/2014	Aiko Hamsher	0	East	5	Chardonnay	white	3.15	10.5	9	94.5	6.0165	2014
875	11/4/2014	Aiko Hamsher	0	East	6	Merlot	red	2.229	7.43	12	89.16	3.843	2014
8720	11/4/2014	Ben Gerry	1	East	6	Merlot	red	2.229	7.43	23	170.89	5.1765	2014
6714	11/4/2014	Tori Hastie	0	South	6	Pinot Gris	white	3.741	12.35	5	61.75	4.5315	2014
5449	11/4/2014	Bianca Suchan	0	West	6	Merlot	red	2.229	7.43	13	96.59	4.2636	2014
5315	11/4/2014	Vicki Kilkenny	0	West	6	Merlot	red	2.229	7.43	16	118.88	4.4166	2014
156	11/6/2014	Dannette Saltsman	0	Central	6	Cabernet Sauvignon	red	3.624	11.65	9	104.85	5.74	2014
5596	11/6/2014	Virgilio Mcelligott	1	Central	6	Merlot	red	2.229	7	13	91	3.94	2014
9969	11/6/2014	Ben Gerry	1	East	6	Cabernet Sauvignon	red	3.624	12.08	11	132.88	7.1715	2014
7168	11/6/2014	Ben Gerry	1	East	5	Shiraz	red	6.051	20.17	22	443.74	12.5475	2014
6164	11/6/2014	Lavera Mccallie	0	South	7	Merlot	red	2.229	7.31	9	65.79	3.952	2014
8185	11/6/2014	Lesia Belt	0	West	7	Chardonnay	white	3.15	10.5	8	84	5.2326	2014
9121	11/7/2014	Aiko Hamsher	0	East	7	Chardonnay	white	3.15	10.5	9	94.5	6.2475	2014
6835	11/7/2014	Clement Arias	1	North	6	Cabernet Sauvignon	red	3.624	13.03	24	312.72	7.6	2014
4305	11/7/2014	Eura Begay	0	North	6	Chardonnay	white	3.15	11.45	25	286.25	7.33	2014
9077	11/7/2014	Shameka Mertes	0	North	6	Shiraz	red	6.051	21.12	29	612.48	11.43	2014
4494	11/7/2014	Jewel Copas	1	South	5	Pinot Gris	white	3.741	12.35	9	111.15	5.8995	2014
9577	11/7/2014	Lesia Belt	0	West	6	Chardonnay	white	3.15	10.5	12	126	5.5692	2014
3821	11/8/2014	Lolita Wass	0	Central	6	Chardonnay	white	3.15	10.07	6	60.42	4.86	2014
8799	11/8/2014	Karry Noell	0	East	6	Cabernet Sauvignon	red	3.624	12.08	22	265.76	6.825	2014
9987	11/8/2014	Karry Noell	0	East	5	Merlot	red	2.229	7.43	22	163.46	5.1555	2014
8533	11/8/2014	Yolando Galicia	0	North	5	Merlot	red	2.229	8.38	11	92.18	4.75	2014
4566	11/8/2014	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	14	104.02	4.437	2014
9691	11/8/2014	Lesia Belt	0	West	7	Pinot Gris	white	3.741	12.47	12	149.64	6.7626	2014
5593	11/9/2014	Karry Noell	0	East	8	Cabernet Sauvignon	red	3.624	12.08	28	338.24	8.5575	2014
8589	11/9/2014	Clement Arias	1	North	5	Cabernet Sauvignon	red	3.624	13.03	25	325.75	7.09	2014
7695	11/9/2014	Yolando Galicia	0	North	5	Chardonnay	white	3.15	11.45	18	206.1	6.17	2014
8119	11/10/2014	Kym Velarde	0	East	6	Merlot	red	2.229	7.43	28	208.04	5.754	2014
3365	11/10/2014	Clement Arias	1	North	6	Sauvignon Blanc	white	2.697	9.94	22	218.68	6.24	2014
8208	11/10/2014	Eura Begay	0	North	5	Merlot	red	2.229	8.38	15	125.7	5	2014
8364	11/10/2014	Yolando Galicia	0	North	5	Cabernet Sauvignon	red	3.624	13.03	13	169.39	6.26	2014
1301	11/10/2014	Lavera Mccallie	0	South	7	Cabernet Sauvignon	red	3.624	11.96	9	107.64	5.415	2014
8617	11/10/2014	Mamie Fullington	0	South	5	Chardonnay	white	3.15	10.38	15	155.7	5.8235	2014
